nome,apelido,data_nascimento,posicao,mao
Pedro,Rodrigues,1991-08-11,Pivot,Esquerda
André,Rodrigues,1992-04-18,Lateral Direito,Direita
Marco,Ribeiro,1998-12-31,Lateral Esquerdo,Direita
José,Oliveira,2001-12-26,Ponta Direita,Direita
Guilherme,Carvalho,1996-01-26,Central,Direita
José,Henriques,1991-10-17,Lateral Direito,Esquerda
Gabriel,Reis,2003-03-12,Central,Esquerda
Pedro,Carvalho,2003-06-14,Lateral Direito,Direita
Gabriel,Ferreira,2003-07-28,Pivot,Direita
Pedro,Dias,1997-06-12,Ponta Direita,Direita
David,Lopes,1998-01-09,Lateral Direito,Direita
Ricardo,Fonseca,1990-06-26,Ponta Direita,Direita
Rafael,Pinto,1996-04-03,Ponta Direita,Direita
Nuno,Fernandes,1997-12-23,Ponta Esquerda,Direita
Ricardo,Almeida,2005-10-19,Lateral Esquerdo,Direita
Carlos,Fernandes,1991-08-01,Ponta Esquerda,Esquerda
Pedro,Sousa,1995-11-26,Pivot,Esquerda
Ricardo,Sousa,1991-08-29,Lateral Direito,Esquerda
Miguel,Marques,1996-12-03,Pivot,Direita
José,Mendes,2000-08-02,Ponta Direita,Direita
Tiago,Henriques,2005-06-12,Guarda-Redes,Direita
Rafael,Lopes,2000-10-31,Lateral Direito,Esquerda
Gabriel,Santos,2005-06-19,Pivot,Esquerda
Pedro,Ribeiro,1992-03-12,Lateral Direito,Direita
José,Nunes,1994-01-13,Pivot,Esquerda
Carlos,Lopes,1995-12-26,Ponta Esquerda,Esquerda
Tiago,Teixeira,1995-10-21,Guarda-Redes,Direita
José,Guerreiro,1990-08-10,Ponta Esquerda,Esquerda
Pedro,Lopes,1994-12-07,Ponta Esquerda,Esquerda
Rafael,Dias,1995-06-17,Pivot,Esquerda
Jorge,Marques,1997-10-20,Lateral Esquerdo,Direita
Tomás,Fernandes,1997-12-07,Pivot,Esquerda
Pedro,Ribeiro,1992-11-08,Lateral Esquerdo,Direita
Eduardo,Teixeira,1999-08-19,Central,Direita
Jorge,Correia,2003-12-19,Pivot,Esquerda
Gabriel,Silva,1994-10-02,Ponta Direita,Esquerda
André,Monteiro,1997-03-05,Lateral Direito,Esquerda
Tomás,Sousa,1996-05-25,Lateral Esquerdo,Direita
Nuno,Silva,1997-01-08,Lateral Direito,Esquerda
Nuno,Teixeira,2003-12-19,Ponta Direita,Esquerda
Guilherme,Santos,2003-08-11,Ponta Direita,Esquerda
Francisco,Sousa,2003-08-03,Ponta Esquerda,Esquerda
Guilherme,Lopes,1996-01-03,Ponta Direita,Esquerda
Gabriel,Guerreiro,1998-04-23,Ponta Esquerda,Esquerda
Bruno,Fonseca,2005-08-22,Ponta Direita,Esquerda
Fernando,Rocha,2000-12-22,Ponta Esquerda,Direita
Vasco,Sousa,2004-08-25,Guarda-Redes,Esquerda
José,Sousa,1999-06-29,Guarda-Redes,Direita
Paulo,Ribeiro,1999-02-17,Pivot,Esquerda
João,Guerreiro,1998-01-17,Lateral Esquerdo,Esquerda
António,Monteiro,1999-07-19,Guarda-Redes,Esquerda
Vasco,Martins,1992-01-02,Guarda-Redes,Esquerda
Rafael,Pereira,2000-02-01,Guarda-Redes,Esquerda
Luís,Nunes,2000-08-28,Pivot,Esquerda
Gabriel,Mendes,1996-01-09,Central,Direita
Nuno,Carvalho,1996-08-22,Guarda-Redes,Esquerda
Marco,Nunes,1997-07-17,Lateral Esquerdo,Direita
João,Almeida,1990-12-26,Guarda-Redes,Esquerda
André,Cardoso,2004-02-02,Ponta Esquerda,Direita
Fernando,Monteiro,1996-07-25,Central,Esquerda
Luís,Gomes,2002-11-24,Guarda-Redes,Direita
Daniel,Ferreira,1998-01-24,Ponta Esquerda,Direita
Tomás,Vieira,1992-07-23,Lateral Esquerdo,Direita
Carlos,Vieira,1993-07-12,Lateral Direito,Direita
Rafael,Ribeiro,2003-12-15,Ponta Direita,Direita
Gabriel,Almeida,1996-12-20,Pivot,Esquerda
Tiago,Pinto,1997-01-16,Guarda-Redes,Esquerda
Luís,Mendes,1997-11-23,Ponta Esquerda,Esquerda
Pedro,Fonseca,2001-12-10,Lateral Direito,Direita
Guilherme,Teixeira,2000-06-19,Lateral Direito,Direita
Tiago,Correia,1999-05-21,Central,Esquerda
Miguel,Gomes,1990-02-28,Central,Esquerda
Vasco,Guerreiro,2005-12-29,Guarda-Redes,Direita
Marco,Vieira,1999-01-25,Central,Direita
Pedro,Dias,2004-11-18,Pivot,Direita
Marco,Pinto,1999-03-19,Guarda-Redes,Esquerda
Paulo,Santos,1991-11-19,Pivot,Esquerda
Rui,Mendes,1996-08-09,Central,Direita
Luís,Gomes,1990-10-09,Ponta Direita,Direita
Gabriel,Mendes,1990-11-29,Lateral Esquerdo,Esquerda
Gabriel,Costa,2004-05-29,Ponta Direita,Esquerda
António,Gomes,1997-06-09,Pivot,Esquerda
Paulo,Pereira,1998-10-01,Pivot,Esquerda
Paulo,Mendes,2003-07-21,Guarda-Redes,Direita
Francisco,Pinto,2000-10-14,Ponta Direita,Direita
António,Oliveira,1991-02-12,Ponta Direita,Direita
Bruno,Gomes,1994-10-25,Guarda-Redes,Esquerda
Gonçalo,Reis,1998-11-15,Ponta Direita,Esquerda
Vasco,Rocha,2002-04-11,Ponta Direita,Direita
Bruno,Fonseca,2002-08-20,Ponta Esquerda,Esquerda
Ricardo,Cardoso,1993-02-19,Guarda-Redes,Direita
Paulo,Rodrigues,1994-02-21,Ponta Esquerda,Esquerda
Nuno,Fonseca,2005-07-21,Pivot,Esquerda
Luís,Martins,1998-03-19,Guarda-Redes,Esquerda
Daniel,Marques,1992-03-16,Pivot,Esquerda
David,Guerreiro,2000-08-31,Lateral Direito,Esquerda
Guilherme,Santos,1998-05-17,Ponta Direita,Esquerda
Francisco,Costa,1991-08-10,Ponta Direita,Esquerda
António,Fernandes,1995-10-16,Guarda-Redes,Direita
Rafael,Almeida,1998-01-08,Ponta Direita,Esquerda
André,Dias,2002-02-02,Lateral Esquerdo,Esquerda
João,Almeida,1998-04-02,Ponta Direita,Esquerda
António,Sousa,2001-11-21,Ponta Esquerda,Esquerda
Carlos,Guerreiro,2001-08-23,Pivot,Direita
Pedro,Sousa,1992-08-28,Central,Direita
Nuno,Teixeira,1993-04-30,Guarda-Redes,Esquerda
Marco,Vieira,2002-03-07,Pivot,Direita
Tiago,Rodrigues,1990-10-20,Pivot,Direita
Daniel,Correia,1998-04-14,Ponta Esquerda,Direita
Miguel,Ferreira,2005-06-10,Central,Esquerda
João,Guerreiro,1990-04-12,Guarda-Redes,Esquerda
Tomás,Silva,2000-01-31,Lateral Direito,Esquerda
Gabriel,Reis,2004-07-23,Guarda-Redes,Direita
Vasco,Monteiro,1998-06-30,Lateral Direito,Direita
António,Dias,2004-12-29,Ponta Direita,Direita
Manuel,Mendes,1997-12-03,Central,Direita
Guilherme,Henriques,2004-09-15,Ponta Direita,Direita
António,Almeida,2000-09-04,Ponta Esquerda,Esquerda
Hugo,Carvalho,2003-02-08,Lateral Direito,Direita
Tomás,Gomes,1996-04-24,Ponta Direita,Direita
Pedro,Reis,1996-06-08,Guarda-Redes,Direita
Gonçalo,Ferreira,1998-01-26,Lateral Direito,Esquerda
Guilherme,Fernandes,1992-10-29,Ponta Esquerda,Esquerda
Carlos,Fernandes,1998-05-23,Ponta Esquerda,Esquerda
João,Ferreira,2001-08-27,Ponta Esquerda,Direita
Eduardo,Nunes,1997-10-08,Guarda-Redes,Esquerda
Carlos,Vieira,1994-09-07,Ponta Direita,Esquerda
Jorge,Rodrigues,1993-10-13,Lateral Esquerdo,Direita
Guilherme,Dias,1990-07-05,Ponta Esquerda,Esquerda
Eduardo,Dias,2000-01-04,Guarda-Redes,Direita
Rui,Martins,2002-08-28,Guarda-Redes,Esquerda
João,Ferreira,2004-10-06,Lateral Direito,Esquerda
João,Sousa,1992-02-19,Pivot,Direita
Tomás,Pinto,2004-08-31,Lateral Esquerdo,Esquerda
Marco,Carvalho,1992-03-28,Lateral Direito,Esquerda
Francisco,Sousa,1996-01-10,Lateral Esquerdo,Direita
Bruno,Martins,1996-07-13,Pivot,Direita
Diogo,Ribeiro,2003-04-28,Central,Esquerda
Bruno,Gomes,2005-04-04,Ponta Direita,Esquerda
Fernando,Silva,1990-01-11,Lateral Direito,Direita
José,Reis,1991-09-26,Ponta Esquerda,Esquerda
Tomás,Mendes,1990-07-06,Guarda-Redes,Esquerda
Eduardo,Mendes,1998-03-16,Ponta Direita,Direita
Rui,Fernandes,1994-11-21,Central,Esquerda
David,Guerreiro,1992-02-21,Lateral Direito,Esquerda
Gonçalo,Guerreiro,2005-05-17,Lateral Esquerdo,Esquerda
Paulo,Gomes,1992-07-18,Lateral Direito,Esquerda
Diogo,Lopes,1993-05-11,Ponta Direita,Direita
João,Almeida,2004-11-20,Ponta Direita,Esquerda
Rui,Pinto,1994-01-21,Guarda-Redes,Esquerda
José,Dias,1992-03-03,Central,Direita
André,Rodrigues,1993-03-13,Lateral Esquerdo,Esquerda
Hugo,Nunes,1990-03-01,Ponta Esquerda,Direita
André,Santos,1993-09-29,Lateral Esquerdo,Esquerda
Bruno,Sousa,1994-02-18,Lateral Esquerdo,Direita
Tomás,Reis,2001-04-22,Lateral Direito,Esquerda
Diogo,Correia,1999-06-26,Pivot,Direita
Vasco,Carvalho,2003-11-30,Ponta Esquerda,Esquerda
Diogo,Ferreira,1990-08-23,Ponta Direita,Esquerda
Manuel,Gomes,2000-06-13,Lateral Esquerdo,Esquerda
Paulo,Sousa,1991-02-27,Lateral Direito,Esquerda
António,Mendes,2000-04-15,Ponta Esquerda,Direita
Jorge,Cardoso,2000-10-25,Ponta Direita,Direita
Rafael,Carvalho,2002-05-15,Guarda-Redes,Direita
Miguel,Costa,1999-10-22,Lateral Direito,Esquerda
Luís,Martins,2005-12-01,Lateral Esquerdo,Direita
Miguel,Cardoso,1993-03-24,Lateral Esquerdo,Esquerda
Tiago,Nunes,1990-04-11,Pivot,Esquerda
Fernando,Fernandes,1995-11-06,Guarda-Redes,Direita
Bruno,Lopes,1998-02-14,Ponta Direita,Direita
Paulo,Reis,2003-08-31,Lateral Direito,Esquerda
Manuel,Lopes,1996-05-05,Ponta Direita,Direita
Gonçalo,Henriques,1993-11-25,Guarda-Redes,Esquerda
Hugo,Ribeiro,1994-01-26,Central,Esquerda
Daniel,Costa,1999-11-04,Ponta Direita,Esquerda
Diogo,Oliveira,1994-11-26,Lateral Direito,Esquerda
Francisco,Ribeiro,1999-12-13,Central,Esquerda
Guilherme,Monteiro,1995-06-15,Guarda-Redes,Direita
José,Fernandes,1994-07-10,Central,Direita
Vasco,Pereira,2004-10-28,Central,Esquerda
Miguel,Monteiro,1999-06-27,Ponta Direita,Direita
Fernando,Gomes,1990-12-09,Lateral Direito,Esquerda
José,Pereira,2004-11-30,Ponta Direita,Direita
Nuno,Guerreiro,1990-11-05,Central,Direita
Gabriel,Almeida,1995-01-14,Pivot,Direita
Fernando,Martins,2004-08-17,Guarda-Redes,Esquerda
Eduardo,Gomes,1990-02-09,Lateral Direito,Direita
Vasco,Pinto,2001-10-12,Ponta Direita,Direita
Diogo,Ribeiro,1996-01-30,Guarda-Redes,Direita
Paulo,Oliveira,2002-05-29,Lateral Esquerdo,Esquerda
Jorge,Henriques,1992-10-21,Lateral Direito,Direita
Rafael,Guerreiro,1992-10-29,Pivot,Direita
Rui,Oliveira,1998-01-15,Central,Esquerda
Miguel,Costa,1992-03-19,Lateral Direito,Esquerda
Marco,Santos,2004-10-30,Ponta Direita,Direita
Carlos,Mendes,2001-10-18,Pivot,Esquerda
Marco,Pinto,1993-09-29,Guarda-Redes,Esquerda
Gabriel,Silva,1991-09-04,Ponta Direita,Direita
Ricardo,Reis,2001-02-12,Lateral Esquerdo,Esquerda
Jorge,Santos,2002-03-02,Ponta Direita,Direita
André,Dias,1999-12-23,Lateral Esquerdo,Esquerda
Marco,Pereira,2005-03-12,Ponta Esquerda,Direita
Carlos,Fernandes,1997-12-28,Lateral Esquerdo,Direita
José,Rodrigues,1993-09-12,Lateral Esquerdo,Esquerda
Tomás,Carvalho,1998-11-06,Ponta Direita,Esquerda
Miguel,Santos,1993-01-14,Lateral Direito,Direita
Daniel,Rodrigues,1993-05-28,Pivot,Direita
João,Guerreiro,2004-01-23,Ponta Esquerda,Esquerda
Manuel,Pinto,1991-07-11,Ponta Direita,Esquerda
Hugo,Correia,2000-05-12,Guarda-Redes,Direita
Jorge,Silva,1991-10-18,Ponta Direita,Esquerda
Gabriel,Rocha,1996-08-03,Pivot,Direita
André,Pereira,1997-05-07,Ponta Esquerda,Esquerda
Eduardo,Fernandes,1991-05-04,Lateral Direito,Esquerda
André,Nunes,1996-10-23,Guarda-Redes,Direita
Nuno,Fonseca,1995-04-01,Lateral Esquerdo,Esquerda
Vasco,Reis,1998-05-02,Ponta Direita,Direita
Pedro,Pereira,1991-06-21,Ponta Direita,Esquerda
André,Oliveira,2003-08-18,Lateral Esquerdo,Direita
Paulo,Sousa,1998-11-16,Ponta Direita,Esquerda
Gabriel,Costa,1997-07-12,Guarda-Redes,Direita
José,Carvalho,2005-04-05,Lateral Esquerdo,Direita
António,Marques,1999-09-21,Lateral Esquerdo,Esquerda
Francisco,Fonseca,1999-10-10,Guarda-Redes,Direita
Miguel,Monteiro,1998-12-11,Central,Esquerda
Nuno,Ribeiro,2001-04-13,Pivot,Esquerda
Rui,Nunes,1995-08-04,Ponta Esquerda,Esquerda
Bruno,Ferreira,2005-12-22,Lateral Esquerdo,Direita
Guilherme,Almeida,1992-06-23,Lateral Direito,Esquerda
Pedro,Vieira,1992-06-21,Lateral Direito,Esquerda
Miguel,Correia,1994-05-17,Ponta Direita,Direita
Marco,Rodrigues,1995-02-18,Ponta Esquerda,Esquerda
Rafael,Mendes,2002-07-31,Ponta Esquerda,Direita
Miguel,Monteiro,2002-08-25,Ponta Esquerda,Direita
Gabriel,Reis,2004-02-24,Lateral Direito,Esquerda
Eduardo,Dias,2000-09-02,Ponta Esquerda,Direita
João,Rodrigues,1998-09-03,Lateral Direito,Esquerda
Gonçalo,Gomes,1995-10-02,Lateral Esquerdo,Esquerda
Paulo,Oliveira,2003-11-02,Central,Direita
Gonçalo,Marques,1997-02-28,Ponta Direita,Esquerda
Manuel,Cardoso,2000-06-15,Ponta Direita,Direita
Marco,Marques,2005-12-17,Central,Esquerda
João,Marques,1993-10-24,Lateral Esquerdo,Esquerda
Manuel,Carvalho,2004-10-14,Ponta Direita,Direita
Gabriel,Mendes,2002-04-14,Pivot,Esquerda
Jorge,Teixeira,1990-12-21,Ponta Direita,Esquerda
Gabriel,Rodrigues,1990-01-17,Guarda-Redes,Direita
Nuno,Ribeiro,1996-02-08,Lateral Esquerdo,Esquerda
Carlos,Guerreiro,1998-11-02,Ponta Esquerda,Direita
Manuel,Henriques,1997-07-08,Lateral Esquerdo,Esquerda
José,Rodrigues,1990-09-22,Guarda-Redes,Esquerda
Tiago,Cardoso,2001-01-09,Pivot,Direita
Diogo,Correia,1991-07-21,Pivot,Direita
Gonçalo,Sousa,1995-09-22,Guarda-Redes,Esquerda
Vasco,Silva,1998-10-03,Lateral Esquerdo,Esquerda
Manuel,Mendes,2004-06-06,Ponta Direita,Esquerda
Ricardo,Lopes,1990-11-02,Lateral Direito,Esquerda
Hugo,Reis,1997-06-20,Lateral Esquerdo,Direita
Manuel,Oliveira,1997-06-07,Lateral Direito,Direita
João,Sousa,2001-02-26,Pivot,Direita
Carlos,Pereira,2000-08-24,Lateral Esquerdo,Direita
Pedro,Lopes,1995-08-23,Lateral Esquerdo,Esquerda
Rui,Henriques,2002-08-14,Guarda-Redes,Direita
Rui,Fernandes,2002-04-12,Guarda-Redes,Esquerda
Nuno,Silva,2000-07-31,Lateral Esquerdo,Esquerda
Luís,Santos,1992-03-02,Ponta Esquerda,Direita
Tiago,Pereira,1998-05-03,Ponta Esquerda,Direita
Miguel,Almeida,1999-09-07,Central,Direita
Daniel,Monteiro,2002-02-22,Central,Esquerda
Gonçalo,Pinto,1994-05-11,Pivot,Direita
Rui,Teixeira,1991-02-27,Central,Direita
João,Ferreira,1999-03-29,Pivot,Direita
Jorge,Silva,1995-03-01,Lateral Direito,Esquerda
Vasco,Dias,1990-02-23,Guarda-Redes,Direita
Daniel,Gomes,1997-04-02,Central,Esquerda
Eduardo,Fonseca,1990-10-09,Central,Esquerda
Paulo,Santos,2000-08-21,Central,Esquerda
David,Fonseca,1991-04-29,Ponta Direita,Esquerda
Tiago,Almeida,2000-09-19,Central,Esquerda
Bruno,Monteiro,1999-03-28,Lateral Esquerdo,Direita
Hugo,Pinto,1994-08-22,Central,Esquerda
David,Martins,1990-10-21,Guarda-Redes,Esquerda
Vasco,Mendes,1994-12-21,Ponta Direita,Esquerda
Manuel,Dias,1991-07-26,Guarda-Redes,Direita
Miguel,Guerreiro,1994-07-18,Lateral Direito,Esquerda
Gabriel,Rocha,1990-07-06,Guarda-Redes,Esquerda
Tiago,Henriques,2002-07-22,Lateral Esquerdo,Direita
Paulo,Oliveira,1992-02-27,Lateral Esquerdo,Direita
Marco,Carvalho,1990-09-04,Lateral Direito,Direita
André,Mendes,2001-02-14,Pivot,Esquerda
Miguel,Ferreira,2001-04-20,Lateral Direito,Esquerda
Ricardo,Oliveira,2002-03-11,Lateral Direito,Direita
David,Gomes,2005-05-19,Guarda-Redes,Direita
Vasco,Henriques,2004-01-15,Guarda-Redes,Direita
Francisco,Santos,1994-09-11,Lateral Direito,Esquerda
Ricardo,Martins,1990-05-15,Central,Esquerda
Rui,Fonseca,1995-10-05,Guarda-Redes,Esquerda
Fernando,Teixeira,2001-08-28,Lateral Direito,Direita
Rui,Gomes,1993-07-18,Lateral Direito,Direita
Jorge,Teixeira,2001-04-18,Pivot,Esquerda
Bruno,Teixeira,1994-11-14,Lateral Direito,Direita
Paulo,Guerreiro,1996-01-20,Guarda-Redes,Esquerda
Nuno,Almeida,2002-09-04,Pivot,Esquerda
Pedro,Fernandes,1992-07-28,Lateral Esquerdo,Direita
Francisco,Santos,2003-10-20,Central,Direita
Tiago,Vieira,1996-01-09,Ponta Direita,Direita
Pedro,Santos,1993-12-12,Central,Esquerda
Tiago,Santos,1994-07-07,Ponta Direita,Esquerda
Diogo,Sousa,2001-04-29,Ponta Direita,Direita
Carlos,Marques,2000-08-26,Pivot,Direita
Ricardo,Lopes,2001-01-29,Ponta Direita,Esquerda
Francisco,Cardoso,1991-02-19,Central,Esquerda
André,Gomes,1991-06-09,Guarda-Redes,Direita
Vasco,Teixeira,1990-08-24,Guarda-Redes,Direita
Carlos,Pereira,1992-12-15,Ponta Esquerda,Esquerda
Hugo,Monteiro,2000-04-12,Central,Direita
André,Lopes,2005-01-23,Ponta Esquerda,Direita
David,Reis,1995-06-28,Pivot,Esquerda
Pedro,Almeida,2002-08-30,Pivot,Direita
Manuel,Henriques,2002-04-05,Lateral Esquerdo,Esquerda
Carlos,Ferreira,1999-07-27,Ponta Esquerda,Esquerda
Rui,Marques,2000-01-03,Lateral Esquerdo,Direita
Paulo,Correia,1993-07-12,Ponta Direita,Esquerda
Daniel,Teixeira,2002-11-02,Ponta Esquerda,Esquerda
Fernando,Oliveira,2004-03-05,Ponta Direita,Direita
João,Ribeiro,2001-06-16,Lateral Esquerdo,Esquerda
Fernando,Ribeiro,2005-04-28,Guarda-Redes,Esquerda
Miguel,Marques,1999-09-23,Lateral Direito,Esquerda
David,Teixeira,2001-11-10,Guarda-Redes,Esquerda
Paulo,Henriques,2000-09-04,Lateral Direito,Esquerda
Vasco,Dias,1999-03-15,Ponta Esquerda,Esquerda
Nuno,Rodrigues,1996-06-27,Ponta Direita,Direita
Francisco,Cardoso,1997-07-30,Pivot,Esquerda
Paulo,Guerreiro,1992-09-15,Lateral Esquerdo,Direita
Hugo,Cardoso,1997-01-18,Lateral Direito,Direita
João,Correia,1999-05-16,Lateral Direito,Esquerda
Nuno,Dias,1990-01-24,Guarda-Redes,Direita
Tomás,Pinto,2002-11-29,Guarda-Redes,Esquerda
Francisco,Fernandes,1992-06-04,Ponta Direita,Esquerda
Gabriel,Vieira,1990-01-22,Central,Esquerda
Luís,Almeida,1997-07-13,Pivot,Esquerda
Tomás,Santos,1998-08-10,Ponta Esquerda,Direita
Bruno,Pereira,1990-04-09,Pivot,Esquerda
Manuel,Rocha,1995-03-31,Ponta Direita,Esquerda
Miguel,Martins,1990-02-17,Pivot,Esquerda
Francisco,Ferreira,2003-09-07,Pivot,Esquerda
Eduardo,Almeida,2005-10-12,Pivot,Esquerda
Fernando,Teixeira,1994-11-29,Lateral Esquerdo,Direita
Nuno,Marques,2002-03-29,Lateral Direito,Esquerda
Carlos,Dias,2003-02-18,Ponta Direita,Esquerda
Eduardo,Pinto,1990-06-24,Pivot,Esquerda
Nuno,Marques,1997-12-11,Central,Esquerda
Rafael,Dias,1995-11-09,Pivot,Direita
Pedro,Teixeira,1993-10-25,Pivot,Esquerda
Pedro,Ferreira,1990-12-27,Central,Esquerda
Guilherme,Henriques,1990-12-13,Lateral Direito,Direita
Marco,Nunes,2004-02-02,Ponta Direita,Esquerda
Gabriel,Costa,1991-04-02,Guarda-Redes,Direita
Miguel,Silva,1997-05-14,Guarda-Redes,Esquerda
Miguel,Costa,1998-11-28,Lateral Esquerdo,Direita
Vasco,Teixeira,1992-10-20,Lateral Esquerdo,Direita
Hugo,Marques,1999-04-21,Central,Esquerda
Vasco,Mendes,2004-08-17,Guarda-Redes,Direita
João,Ribeiro,1996-08-31,Lateral Direito,Direita
Guilherme,Guerreiro,1993-05-19,Lateral Direito,Direita
Hugo,Rocha,2005-01-27,Central,Direita
Eduardo,Oliveira,2000-11-30,Lateral Esquerdo,Direita
Manuel,Lopes,1996-07-20,Lateral Direito,Esquerda
Ricardo,Oliveira,1995-12-28,Lateral Esquerdo,Direita
Eduardo,Monteiro,1999-03-10,Lateral Esquerdo,Esquerda
Vasco,Fernandes,1994-08-11,Ponta Esquerda,Esquerda
Miguel,Dias,1999-02-23,Lateral Direito,Esquerda
David,Cardoso,1992-05-15,Lateral Direito,Direita
Ricardo,Silva,1992-10-23,Pivot,Direita
David,Cardoso,1993-05-05,Lateral Esquerdo,Esquerda
Hugo,Pereira,2004-04-05,Guarda-Redes,Esquerda
Rafael,Ferreira,2001-11-01,Lateral Esquerdo,Direita
Vasco,Gomes,1995-08-02,Ponta Esquerda,Direita
André,Oliveira,1995-11-26,Lateral Esquerdo,Direita
Marco,Oliveira,1990-04-07,Lateral Esquerdo,Esquerda
Miguel,Reis,2001-01-26,Ponta Esquerda,Direita
Guilherme,Almeida,1990-12-08,Ponta Direita,Direita
Bruno,Carvalho,2002-04-23,Guarda-Redes,Esquerda
João,Ribeiro,1996-04-02,Lateral Esquerdo,Direita
Eduardo,Rodrigues,2004-10-29,Pivot,Direita
Jorge,Teixeira,1993-12-31,Ponta Esquerda,Direita
Jorge,Rodrigues,2000-04-23,Guarda-Redes,Direita
Carlos,Sousa,1994-06-12,Ponta Esquerda,Esquerda
António,Silva,1992-10-08,Lateral Direito,Esquerda
Jorge,Pinto,2005-12-14,Central,Direita
Bruno,Ribeiro,2004-12-10,Ponta Esquerda,Direita
José,Marques,2002-11-05,Central,Esquerda
Guilherme,Vieira,1996-10-25,Central,Esquerda
Paulo,Marques,2003-12-10,Lateral Direito,Direita
Manuel,Ferreira,2000-12-24,Central,Direita
Daniel,Dias,2004-09-20,Pivot,Direita
Bruno,Mendes,2003-03-25,Ponta Esquerda,Direita
Ricardo,Henriques,2003-12-15,Ponta Direita,Esquerda
Ricardo,Fernandes,1999-12-27,Lateral Esquerdo,Direita
Eduardo,Ribeiro,2002-12-14,Ponta Direita,Direita
André,Marques,2001-11-24,Pivot,Direita
Carlos,Teixeira,2004-01-21,Ponta Direita,Direita
Gonçalo,Sousa,1993-11-20,Guarda-Redes,Direita
Carlos,Henriques,1996-02-11,Ponta Esquerda,Direita
Luís,Sousa,2004-07-03,Ponta Esquerda,Esquerda
Nuno,Teixeira,1991-07-11,Ponta Esquerda,Esquerda
Jorge,Vieira,2003-02-17,Lateral Esquerdo,Esquerda
João,Nunes,2001-12-07,Pivot,Direita
Nuno,Ferreira,1996-12-01,Ponta Direita,Direita
Bruno,Carvalho,1999-06-10,Lateral Direito,Esquerda
Carlos,Ribeiro,2005-06-02,Guarda-Redes,Direita
Tiago,Sousa,2001-09-14,Ponta Direita,Direita
Fernando,Pinto,1996-04-12,Ponta Esquerda,Esquerda
Carlos,Ferreira,1996-03-07,Ponta Direita,Esquerda
Hugo,Marques,1999-04-30,Ponta Esquerda,Direita
Eduardo,Nunes,1991-04-21,Pivot,Esquerda
Vasco,Ribeiro,1993-11-27,Lateral Direito,Direita
José,Costa,2005-11-10,Lateral Direito,Direita
Paulo,Nunes,2003-02-18,Ponta Direita,Direita
Manuel,Mendes,1998-06-14,Ponta Esquerda,Esquerda
João,Cardoso,2003-03-13,Lateral Esquerdo,Direita
Gonçalo,Lopes,1998-08-07,Guarda-Redes,Direita
António,Reis,1992-09-17,Pivot,Direita
Eduardo,Correia,2005-03-23,Pivot,Esquerda
Gabriel,Carvalho,2003-09-10,Ponta Direita,Direita
Nuno,Dias,1999-07-11,Ponta Esquerda,Direita
Nuno,Fonseca,1999-11-11,Ponta Direita,Direita
José,Teixeira,2005-12-16,Central,Direita
Luís,Rodrigues,2003-05-31,Guarda-Redes,Esquerda
Daniel,Dias,2000-01-21,Pivot,Esquerda
Vasco,Rodrigues,1991-06-15,Guarda-Redes,Esquerda
Daniel,Rocha,2004-12-15,Pivot,Esquerda
Rafael,Cardoso,1996-07-01,Pivot,Esquerda
Ricardo,Dias,1995-04-03,Central,Esquerda
Tiago,Henriques,1998-12-31,Lateral Direito,Direita
Diogo,Almeida,2005-05-09,Ponta Direita,Esquerda
Pedro,Guerreiro,1994-05-07,Ponta Esquerda,Esquerda
Tomás,Nunes,1999-03-31,Guarda-Redes,Esquerda
Pedro,Fernandes,2005-12-17,Ponta Direita,Direita
Guilherme,Almeida,1992-09-21,Lateral Esquerdo,Esquerda
José,Carvalho,1995-04-26,Central,Direita
Hugo,Marques,1993-10-23,Central,Direita
Diogo,Dias,2000-06-23,Lateral Direito,Direita
Marco,Pereira,1990-03-25,Pivot,Direita
Carlos,Nunes,1993-08-10,Central,Direita
Bruno,Correia,2002-01-26,Central,Esquerda
Rafael,Guerreiro,1993-08-23,Ponta Esquerda,Direita
Tomás,Rodrigues,2005-06-29,Pivot,Direita
Manuel,Teixeira,1993-04-24,Lateral Direito,Direita
André,Guerreiro,1996-10-08,Ponta Esquerda,Esquerda
Marco,Gomes,1995-11-24,Central,Direita
Hugo,Oliveira,1998-02-26,Lateral Esquerdo,Direita
Pedro,Silva,1999-12-14,Lateral Direito,Esquerda
Nuno,Nunes,1996-09-09,Ponta Esquerda,Direita
Tiago,Pinto,2001-06-03,Lateral Direito,Esquerda
Hugo,Reis,1998-06-11,Guarda-Redes,Esquerda
Gonçalo,Almeida,1992-08-23,Guarda-Redes,Direita
Rui,Fernandes,1996-06-12,Guarda-Redes,Esquerda
Gabriel,Henriques,2000-04-02,Ponta Esquerda,Esquerda
Miguel,Correia,2001-10-19,Lateral Direito,Direita
Carlos,Sousa,2005-05-25,Central,Esquerda
Miguel,Silva,1991-02-01,Pivot,Esquerda
Bruno,Mendes,1994-03-29,Guarda-Redes,Direita
Marco,Henriques,1992-12-21,Ponta Direita,Esquerda
Rui,Nunes,1995-04-26,Central,Direita
Francisco,Sousa,1995-05-02,Guarda-Redes,Esquerda
Jorge,Ribeiro,2001-10-18,Guarda-Redes,Direita
João,Rodrigues,1990-02-07,Central,Esquerda
Jorge,Martins,1995-03-21,Ponta Esquerda,Direita
